Ring;Year;Sex;Treatment;Nest;Date.1;Date.2;days_resample;Age.1;Age.2;avg_age;Weight.1;Weight.2;Wing.1;Wing.2;growth_rate;body_condition.1;body_condition.2;delta_body_condition;Lprev.1;Lprev.2;Lbinom.1;Lbinom.2
3419287;2020;Male;Malarone;1231E;16/05/2020;23/05/2020;7;25.97631996;32.88684129;29.43158063;760;790;19.1;24.5;4.285714286;125.307811;90.22781995;-35.07999108;1;0;1;0
3419289;2020;Male;Malarone;1268E;16/05/2020;23/05/2020;7;25.32421604;33.62849166;29.47635385;775;850;18.5;25;10.71428571;148.6504788;144.947208;-3.703270763;3;3;1;1
3419290;2020;Male;Control;1268E;16/05/2020;23/05/2020;7;23.07701799;30.62953756;26.85327777;720;750;16.3;22.9;4.285714286;126.7428341;67.8805283;-58.86230583;3;4;1;1
3419291;2020;Male;Water;1268E;16/05/2020;23/05/2020;7;21.24871559;28.30513045;24.77692302;600;740;14.4;21.1;20;39.13763491;79.27822128;40.14058637;4;3;1;1
3419292;2020;Male;Control;2188A;17/05/2020;31/05/2020;14;12.52730259;26.5352563;19.53127945;360;635;6.8;19.6;19.64285714;-4.746438235;-6.446606161;-1.700167925;0;0;0;0
3419293;2020;Female;Control;2188A;17/05/2020;31/05/2020;14;9.278063968;23.02012951;16.14909674;320;550;5.4;17.1;16.42857143;-9.303745232;-141.8947756;-132.5910303;0;0;0;0
3419294;2020;Male;Control;3017B;17/05/2020;31/05/2020;14;14.7003845;29.31028173;22.00533312;460;810;8.3;21.9;25;43.15164857;139.5512794;96.3996308;0;1;0;1
3419297;2020;Female;Control;201;17/05/2020;23/05/2020;6;13.30360542;20.01586195;16.65973368;440;630;7.9;14;31.66666667;-8.983814323;1.02459482;10.00840914;0;0;0;0
3419298;2020;Male;Water;201;17/05/2020;23/05/2020;6;13.14269512;19.51739943;16.33004727;380;530;7.2;12.6;25;0.313415521;4.04025729;3.726841768;0;1;0;1
3419299;2020;Female;Malarone;201;17/05/2020;23/05/2020;6;11.67565006;19.15255987;15.41410497;480;645;6.8;13.1;27.5;78.18190002;36.9258053;-41.25609472;0;0;0;0
3419300;2020;Male;Control;1374;17/05/2020;23/05/2020;6;22.7839892;28.55229852;25.66814386;735;850;16;21.3;19.16666667;146.5983558;186.8123407;40.21398493;4;3;1;1
